Week,Anchorage,Birmingham,Little Rock,Mesa,Phoenix,Scottsdale,Tempe,Tucson,Berkeley,Fresno,Irvine,Los Angeles,Oakland,Sacramento,San Diego,San Francisco,San Jose,Sunnyvale,Colorado Springs,Denver,Washington,Gainesville,Jacksonville,Miami,Orlando,Tampa,Atlanta,Roswell,Honolulu,Des Moines,Chicago,Indianapolis,Wichita,Lexington,Baton Rouge,New Orleans,Boston,Somerville,Baltimore,Grand Rapids,St Paul,Kansas City,Springfield,St Louis,Jackson,Cary,Charlotte,Durham,Greensboro,Raleigh,Lincoln,Omaha,Newark,Albuquerque,Las Vegas,Reno,Albany,Buffalo,New York,Rochester,Cleveland,Columbus,Dayton,Oklahoma City,Tulsa,Beaverton,Eugene,Portland,Philadelphia,Pittsburgh,State College,Providence,Columbia,Greenville,Knoxville,Memphis,Nashville,Austin,Dallas,Ft Worth,Houston,Irving,Lubbock,Plano,San Antonio,Salt Lake City,Arlington,Reston,Richmond,Bellevue,Seattle,Spokane,Madison,Milwaukee
213,0.582,0.66,2.015,0.559,1.055,0.914,0.465,0.645,1.597,2.849,0.712,0.219,0.777,0.961,1.223,0.752,0.686,0.937,0.51,0.267,0.885,1.117,0.629,0.248,1.018,0.343,0.808,1.102,2.761,0.237,0.997,0.236,0.259,0.53,5.348,0.823,0.488,1.115,1.847,0.445,0.697,1.06,0.17,0.647,0.284,1.517,0.626,0.34,1.039,0.624,1.129,0.293,0.213,1.363,0.636,2.213,0.388,0.241,0.666,0.826,1.136,0.745,0.438,1.415,3.811,0.851,0.637,0.812,0.976,0.956,1.991,0.503,0.291,0.542,0.882,1.087,0.743,0.711,2.087,2.342,1.272,2.058,0.782,1.901,0.67,0.306,0.927,1.825,1.399,1.481,0.936,1.549,0.944,0.563
214,0.668,0.44,2.152,0.563,0.489,0.625,0.314,0.409,0.95,1.686,0.923,0.801,1.065,0.71,1.029,0.527,1.962,1.126,0.422,0.289,1.111,1.524,0.416,0.762,0.642,1.554,0.579,0.512,1.425,0.16,0.637,0.588,0.601,2.685,1.33,1.473,0.221,0.756,1.747,0.277,1.112,1.283,0.137,0.312,0.253,0.953,0.69,0.29,0.583,0.296,0.462,0.189,0.316,1.186,0.872,1.064,0.385,0.323,0.502,0.715,1.061,0.304,0.302,1.558,1.404,0.604,0.738,0.203,1.043,0.782,1.488,0.294,0.36,0.587,1.424,0.866,0.589,3.427,1.275,1.564,1.138,1.798,3.534,3.326,1.447,0.18,1.221,1.39,1.489,1.337,0.753,0.595,0.433,0.67
215,0.544,0.733,1.336,1.164,0.852,0.467,0.233,1.034,0.732,1.03,0.497,0.668,1.254,0.771,0.936,1.029,0.944,0.746,0.994,0.312,0.768,0.949,1.378,1.059,0.448,0.341,0.216,0.329,1.619,0.116,0.562,0.684,0.536,1.169,0.873,1.261,0.381,0.53,1.008,0.195,0.983,0.496,0.248,0.119,0.226,1.007,0.609,0.229,0.51,0.614,0.273,0.601,0.459,1.848,1.012,1.359,0.817,0.872,0.684,0.8,0.93,0.556,0.245,1.045,0.805,0.438,0.7,0.635,0.784,0.951,1.189,0.201,0.305,0.707,0.906,0.499,0.479,2.184,1.832,0.937,1.888,0.994,1.91,1.88,0.935,0.11,1.815,1.546,1.815,0.551,0.677,0.359,0.92,0.543
216,0.931,1.092,0.912,1.506,1.032,2.268,0.767,0.717,1.502,0.539,0.926,1.046,0.53,0.934,0.791,1.011,0.924,0.552,0.488,0.206,1.059,1.402,0.953,0.603,0.861,0.662,1.197,1.069,2.762,1.218,0.429,0.327,1.175,1.299,0.691,0.745,0.116,0.795,1.432,0.577,0.988,0.389,0.181,0.208,0.153,0.811,0.986,0.19,1.133,0.612,0.19,0.29,0.305,0.928,0.813,0.748,0.509,0.883,0.551,0.298,0.473,0.72,0.192,3.178,1.416,0.389,0.848,0.69,0.956,1.161,0.996,0.151,0.561,0.735,0.906,0.519,1.195,1.861,1.685,3.054,0.979,2.084,2.939,1.896,2.018,0.12,1.487,1.019,1.364,0.862,0.323,0.243,0.481,0.306
217,0.648,0.483,4.176,3.521,0.437,1.568,0.772,1.331,0.872,1.013,0.557,1.017,0.534,0.937,1.344,0.826,2.097,0.372,1.233,0.309,0.349,0.952,0.699,0.2,0.707,0.499,0.611,0.725,1.69,0.558,0.673,0.178,0.843,0.669,1.835,0.574,0.471,0.402,1.435,0.474,0.982,0.337,0.328,0.303,1.245,1.919,0.412,0.986,1.489,0.618,0.264,0.24,0.333,1.335,1.364,1.469,2.103,0.631,0.999,0.525,0.655,0.364,0.159,1.825,1.186,0.559,0.872,0.354,1.407,0.713,2.898,0.124,2.334,1.116,0.488,1.077,0.496,2.304,0.688,2.074,1.308,3.592,1.757,2.826,1.594,0.157,0.694,0.781,1.112,0.886,0.397,0.761,0.482,0.209
218,0.375,0.721,1.833,2.347,0.434,0.827,0.767,0.635,0.619,1.01,1.357,0.83,0.325,0.492,0.922,1.066,0.663,0.282,0.477,0.416,1.15,0.836,0.499,0.914,0.424,0.197,0.414,0.716,1.688,0.55,0.381,0.139,0.847,2.118,1.812,0.452,0.376,1.109,1.426,0.845,0.407,1.071,0.222,0.138,1.226,0.96,1.15,0.531,0.827,1.204,1.192,0.158,1.891,0.859,0.809,1.459,1.381,0.364,0.633,0.273,0.66,0.888,0.236,2.534,1.024,0.558,1.723,0.794,1.396,0.719,2.317,0.598,1.209,0.599,0.361,0.863,0.487,2.597,1.922,3.008,0.917,1.709,3.316,1.835,2.41,0.44,0.695,0.772,0.831,0.873,0.462,1.129,0.287,1.122
219,1.376,0.594,1.082,1.319,1.01,2.21,0.7,0.999,0.508,1.93,1.24,1.021,1.252,0.648,0.76,0.464,0.581,0.228,1.48,0.306,0.35,0.957,0.319,0.582,0.429,0.617,0.693,0.574,1.635,0.54,0.476,0.353,0.414,1.06,1.835,1.356,0.462,0.263,1.624,0.461,0.372,0.336,0.167,0.089,1.716,0.938,0.563,0.475,0.577,0.614,0.549,0.116,0.583,2.327,0.427,1.204,1.344,0.254,0.478,0.523,0.654,0.377,0.629,1.05,1.44,1.092,1.297,0.526,1.386,1.157,1.589,0.474,1.054,0.411,0.623,0.619,0.961,2.873,1.482,3.765,1.418,2.976,2.344,1.215,2.417,0.317,0.923,1.59,1.096,2.553,0.196,0.442,0.697,0.846
220,0.952,0.34,0.788,1.203,0.811,2.185,0.758,1.865,0.416,0.741,0.681,1.371,0.833,0.93,0.473,0.29,2.053,1.436,0.426,0.15,1.273,1.957,1.668,0.238,0.693,0.858,0.397,0.372,0.677,0.383,0.628,0.359,0.844,0.894,2.458,0.801,0.377,0.192,1.438,1.11,1.291,0.214,0.892,0.148,0.908,0.941,1.675,2.243,0.332,0.418,0.542,0.091,0.9,2.557,2.758,2.102,1.077,0.283,0.636,0.299,0.396,0.367,0.363,1.443,1.307,0.353,1.728,0.175,1.246,1.73,1.259,0.276,0.679,0.39,0.367,0.398,0.49,2.028,0.838,3.806,0.913,1.436,1.57,1.322,1.789,0.449,0.704,2.205,0.844,1.723,0.586,0.279,0.402,0.58
221,0.618,0.249,0.76,1.755,0.61,2.143,0.41,0.927,0.349,1.488,0.473,1.434,2.174,1.488,0.899,0.533,1.338,0.792,0.3,0.467,1.506,2.073,0.614,0.78,0.261,0.992,0.468,0.428,1.89,0.242,0.473,0.347,1.111,0.848,1.374,0.78,0.568,0.707,0.974,0.566,0.97,0.137,0.52,0.237,1.056,1.383,0.582,0.757,0.262,1.141,1.756,0.105,0.541,1.299,0.82,1.448,0.58,0.923,0.6,0.784,0.256,0.229,0.284,1.199,2.398,0.55,0.87,0.952,0.558,1.31,1.051,0.191,0.496,0.301,0.783,0.29,0.688,2.452,0.67,3.408,1.414,1.735,1.161,1.338,1.791,0.292,2.153,1.605,1.085,1.707,0.651,2.182,0.47,0.298
222,0.36,0.727,0.61,1.712,0.811,1.585,1.333,0.618,2.266,0.72,1.845,0.812,0.602,0.89,1.183,0.684,0.874,3.952,1.848,0.078,0.98,1.043,0.28,1.28,0.803,0.446,0.305,1.779,1.27,0.236,1.061,0.352,0.784,0.637,1.223,3.462,0.486,0.197,1.193,0.42,0.447,0.749,0.331,1.131,0.673,0.899,0.392,0.491,1.091,0.94,0.839,0.33,0.327,2.642,1.201,1.411,1.918,0.65,0.98,0.513,0.945,1.247,0.215,1.418,2.825,0.838,0.94,0.352,0.746,0.911,0.867,0.174,1.071,0.476,0.5,0.229,0.303,1.382,1.034,1.636,1.888,1.799,0.962,1.263,2.011,1.024,1.27,0.952,1.311,0.474,0.939,0.666,1.311,1.532
223,0.254,0.776,0.516,5.022,0.962,0.902,1.631,0.907,1,0.552,1.511,0.978,1.995,0.702,0.874,0.729,2.066,1.021,0.939,0.705,1.973,0.705,1.067,0.825,0.453,0.796,0.876,2.033,2.511,0.154,0.995,1.206,1.08,0.825,2.924,2.318,0.331,0.401,0.631,0.563,0.555,1.234,0.701,0.446,0.429,0.9,0.987,1.238,1.642,0.989,0.412,0.195,0.249,1.861,1.407,2.618,2.308,0.381,0.927,0.477,0.499,0.791,1.49,1.475,1.038,0.561,0.898,0.743,1.281,1.493,1.993,1.058,0.931,0.354,1.165,1.054,0.22,1.979,2.007,1.582,1.153,2.362,2.612,0.745,1.776,0.288,1.488,1.414,0.65,0.284,0.879,0.748,0.342,0.852
224,0.259,0.515,0.727,2.63,0.678,0.578,0.938,0.592,3.174,1.831,1.016,0.685,0.395,0.952,0.499,0.757,1.945,0.793,0.348,0.61,1.227,1.697,1.606,0.77,0.815,0.716,1.439,0.669,2.628,0.11,0.426,0.667,1.589,1.485,2.144,0.795,0.654,0.923,1.674,0.508,0.603,0.79,0.357,0.717,0.337,1.28,0.272,0.577,1.384,0.381,0.395,0.208,0.196,1.274,0.598,1.952,1.113,1.236,0.824,0.229,0.292,0.456,0.587,1.025,1.31,0.376,0.765,0.78,1.318,1.391,1.544,0.472,0.506,0.278,1.072,0.957,0.15,1.307,0.672,1.037,1.18,2.276,5.689,2.29,2.058,0.268,1.548,1.415,1.638,0.188,0.544,0.713,0.793,0.435
225,0.707,2.013,1.239,1.466,1.286,0.428,2.789,1.383,1.124,0.71,4.286,1.741,1.03,0.697,1.492,1.74,1.191,0.964,0.891,0.502,1.303,0.74,0.97,1.275,0.813,1.201,0.304,1.331,1.227,0.125,1.214,0.969,0.449,0.633,1.551,1.693,1.023,0.565,2.298,1.17,0.584,0.487,0.224,0.556,0.981,0.85,0.554,0.782,1.049,1.281,0.267,0.255,0.182,0.967,0.953,1.176,0.604,1.64,0.846,0.688,0.654,1.035,0.394,2.097,1.792,0.523,0.817,1.108,1.171,1.716,1.795,0.574,1.502,0.229,0.736,0.836,0.427,2.142,1.626,2.935,1.64,2.277,3.039,4.368,1.265,0.166,2.11,1.49,1.224,0.263,0.794,1.714,1.475,0.256
226,0.781,1.394,0.854,2.256,0.897,0.342,1.522,1.415,0.655,1.423,1.319,0.983,1.766,2.627,0.936,0.802,0.542,1.832,0.314,0.301,1.382,0.808,0.667,0.949,0.946,0.683,0.853,0.681,0.958,1.446,1.254,1.111,1.291,0.625,1.079,1.675,0.263,0.437,1.498,0.95,0.862,0.225,0.161,0.699,0.993,0.848,1.568,0.702,1.035,0.393,0.199,0.279,0.56,1.262,1.308,1.343,0.408,1.296,1.28,0.672,0.361,0.525,0.264,2.09,0.987,1.071,0.786,0.693,0.863,1.05,1.158,0.559,1.217,0.196,0.431,0.947,1.613,1.456,2.033,1.752,2.607,1.663,2.804,2.305,1.671,0.604,1.964,1.253,0.988,0.815,0.852,0.688,1.137,0.177
227,0.785,1.387,0.997,1.542,0.474,0.336,1.536,1.924,1.445,0.804,1.29,1.903,1.798,0.957,1.494,1.848,1.171,1.377,1.389,0.512,1.529,1.179,1.573,0.742,0.948,1.199,1.122,0.669,0.683,0.518,0.744,1.703,0.883,2.514,0.727,1.683,0.359,1.122,1.489,1.385,0.861,0.148,0.167,0.848,1.443,0.691,1.068,0.784,0.762,1.457,0.157,0.474,0.613,1.736,1.482,2.513,0.467,0.802,1.099,0.657,0.244,0.84,0.715,0.978,1.313,0.383,0.538,0.681,1.622,0.853,1.139,0.491,1.008,0.217,0.296,0.962,0.646,1.77,2.141,3.713,1.36,1.665,1.687,2.313,1.67,0.601,1.219,1.9,1.193,0.653,1.341,2.333,1.477,0.506
228,0.785,1.71,0.743,2.233,0.915,1.418,0.616,1.916,1.702,0.974,0.926,0.973,2.227,1.54,1.64,0.408,0.573,0.693,0.443,0.457,1.506,0.816,0.993,0.436,1.46,1.568,0.673,0.667,1.277,1.149,1.191,1.257,0.703,1.453,0.555,2.518,0.648,0.785,1.306,1.778,0.589,1.412,0.128,0.521,1.021,0.51,1.068,0.79,0.514,0.774,0.646,0.514,1.403,1.271,0.592,1.929,0.374,0.418,0.88,0.418,0.665,1.136,0.477,3.036,1.3,0.474,1.095,0.672,1.927,2.115,1.742,0.307,0.61,1.211,1.867,1.44,1.305,1.64,1.424,2.753,2.291,3.194,2.778,1.219,3.051,0.774,1.061,1.102,1.591,0.799,0.756,0.994,1.291,0.728
229,0.779,0.467,1.002,2.189,1.504,1.199,0.661,1.395,0.98,0.589,0.822,1.124,0.807,1.209,2.42,0.924,0.476,3.371,0.876,0.91,1.1,1.569,0.547,1.229,1.666,1.468,1.081,1.561,3.374,1.106,0.833,1.103,1.262,1.727,3.674,3.272,0.174,0.644,1.645,0.905,0.351,0.782,0.266,0.791,0.908,1.251,0.874,1.127,1.065,1.259,1.361,1.758,0.896,2.131,0.764,1.884,1.921,1.17,1.234,1.465,0.478,0.345,0.696,2.418,0.784,1.298,0.714,1.157,1.595,1.372,3.269,0.539,1.465,1.756,1.061,0.559,1.276,3.583,2.868,1.249,2.278,2.319,1.526,3.601,1.994,0.289,1.368,0.738,1.391,0.807,0.995,1.047,0.568,1.172
230,1.916,0.287,1.871,1.473,2.413,2.639,1.783,3,0.558,3.392,1.138,1.253,0.801,1.997,0.606,1.1,1.124,1.771,0.42,0.581,1.701,0.784,1.283,0.837,1.161,1.185,0.967,0.95,2.034,0.786,1.042,1.078,0.857,0.643,3.094,2.906,0.521,0.751,1.437,1.494,0.837,1.649,1.126,0.917,2.286,1.61,1.954,0.74,1.995,1.861,0.628,3.749,2.187,1.213,1.619,1.945,0.799,1.159,1.109,0.6,0.921,0.333,0.412,2.707,3.088,1.052,1.088,1.336,2.138,1.649,1.399,0.481,1.894,1.242,1.726,1.299,1.231,2.995,3.679,2.04,2.523,1.667,1.072,2.75,1.835,0.433,0.829,0.565,1.869,0.543,1.061,1.627,1.277,0.728
231,0.748,0.268,1.905,2.152,1.494,1.162,2.098,0.856,0.416,1.411,3.338,0.922,0.82,1.469,2.124,0.902,1.133,0.934,0.437,0.389,1.428,1.224,0.672,1.13,1.392,0.834,0.987,0.664,2.315,0.515,0.719,0.798,0.266,0.711,4.796,1.236,0.708,0.755,1.982,1.721,0.472,0.485,1.175,1.035,1.457,1.753,0.66,0.765,0.871,1.264,1.004,3.04,1.821,2.565,0.694,2.531,1.286,1.589,1.036,1.665,0.714,0.802,1.317,2.404,2.261,1.046,1.459,1.258,1.355,1.222,3.714,0.811,1.481,1.712,0.63,0.896,1.037,3.464,1.926,4.488,2.19,4.255,3.342,1.326,2.691,0.234,1.213,2.723,1.387,1.621,0.815,0.979,1.746,0.944
232,0.727,1.302,3.82,1.426,0.651,1.358,1.208,0.824,2.525,1.759,1.172,1.781,2.183,1.152,1.537,1.44,1.417,3.301,0.624,0.609,2.066,1.185,0.979,1.119,1.228,1.469,1.496,1.233,1.982,1.994,1.19,0.479,1.177,0.995,1.916,3.892,0.51,0.627,1.616,1.063,1.041,1.32,0.698,1.797,2.243,2.067,1.478,1.409,1.011,1.86,1.685,1.653,0.668,1.206,1.388,2.406,2.439,0.61,1.348,0.378,0.903,0.76,1.821,4.021,2.622,1.244,0.76,0.722,0.942,1.339,1.704,1.045,2.318,2.647,1.004,3.198,1.196,3.801,2.44,2.884,2.335,3.353,3.932,2.239,2.282,0.416,1.651,1.586,2.017,0.775,1.135,1.22,1.69,0.476
233,2.148,2.211,1.872,2.682,0.861,0.904,2.088,1.597,5.328,0.521,1.678,1.371,2.579,2.24,2.097,0.716,0.663,1.768,1.038,0.745,2.501,0.808,1.277,0.722,1.28,2.082,1.628,0.931,3.593,0.773,1.587,1.33,0.656,1.881,4.475,2.033,0.786,0.959,2.057,1.065,0.811,1.631,2.362,1.582,1.785,3.154,0.684,2.038,0.98,2.165,0.949,1.643,0.359,2.088,1.905,1.84,2.422,1.158,0.918,0.998,0.909,1.171,2.43,2.62,2.173,1.953,1.026,1.891,2.289,1,1.792,1.073,0.792,1.082,1.909,0.86,0.813,2.752,2.642,3.581,2.538,2.564,3.893,2.23,1.764,0.843,2.598,2.19,1.323,2.074,1.202,1.219,2.117,1.329
234,0.715,1.562,2.047,2.775,0.992,2.827,3.027,1.754,1.744,2.78,2.588,1.534,3.006,2.502,1.372,0.718,1.794,1.103,0.661,0.929,1.685,2.871,1.103,1.007,0.442,1.077,1.215,0.71,1.927,0.378,1.377,0.897,1.622,1.86,2.835,2.401,0.914,1.064,1.016,1.214,1.505,0.594,1.274,0.991,2.31,0.919,0.416,1.719,1.708,1.644,0.557,1.286,0.303,1.086,1.699,1.413,2.868,0.715,1.201,1.465,1.42,1.042,0.739,2.524,2.403,1.328,0.783,1.477,1.765,1.343,2.577,0.688,0.948,1.868,0.557,0.651,2.356,3.253,3.064,1.806,2.021,2.119,1.662,4.797,1.793,0.975,1.544,2.466,2.452,1.569,1.218,1.032,1.083,1.373
235,1.707,1.237,3.082,2.555,3.734,1.902,1.743,1.944,3.02,0.819,1.12,1.55,3.175,1.122,1.633,1.245,2.232,2.107,0.387,1.047,2.562,2.348,1.502,1.621,1.904,1.161,1.408,1.185,1.927,1.837,1.066,1.134,2.367,2.098,4.572,3.999,0.736,0.915,1.225,1.004,1.246,0.697,1.011,0.836,1.685,0.828,1.858,1.975,0.79,1.287,0.557,1.558,1.222,3.47,2.29,0.802,1.766,2.906,1.521,1.797,2.164,1.733,2.679,2.225,1.184,0.326,2.907,1.375,1.873,1.865,1.319,0.571,2.545,1.49,1.561,0.836,0.779,1.943,3.341,3.479,2.548,2.787,3.709,3.362,2.999,0.68,1.762,3.015,1.626,1.294,1.566,2.336,1.6,0.876
236,0.676,0.671,3.847,1.966,2.464,1.795,1.75,1.27,3.423,1.317,2.576,0.862,2.118,1.403,1.532,1.354,1.174,3.19,1.219,0.495,1.682,0.734,2.129,0.829,1.318,1.062,0.578,1.498,1.935,1.315,1.006,1.296,0.844,2.383,2.964,3.102,0.74,0.716,1.867,0.833,0.754,0.709,0.681,0.723,0.931,2.027,1.465,1.339,0.368,0.688,0.38,0.733,0.811,3.531,1.352,2.309,1.118,0.73,1.35,0.984,1.705,1.018,0.996,3.186,4.024,0.467,3.317,1.544,3.282,2.495,1.591,0.321,0.917,1.014,1.596,1.27,1.17,2.824,2.648,4.811,2.705,3.293,1.782,1.263,4.023,0.678,1.978,1.673,1.478,2.76,1.369,2.298,2.365,0.906
237,0.992,1.293,4.628,0.915,1.038,5.919,0.964,2.05,1.258,0.56,3.559,1.918,2.186,1.691,2.849,1.727,2.232,2.9,0.606,1.222,2.13,1.628,1.548,0.622,2.672,1.157,1.125,1.729,3.007,0.467,1.309,1.29,1.576,1.268,3.894,1.579,0.693,1.271,2.18,2.357,1.832,0.996,1.144,0.614,0.911,0.842,1.758,1.049,0.937,1.22,0.389,0.473,0.791,2.863,1.528,3.396,0.721,0.365,1.761,1.761,1.711,1.217,2.196,1.437,2.88,1.904,3.888,1.697,1.643,2.056,2.091,0.784,2.615,1.601,0.679,0.806,0.966,5.282,3.024,2.812,3.045,1.877,4.707,3.353,4.71,0.417,1.849,0.982,1.837,1.528,1.61,0.625,2.177,0.48
238,0.766,0.738,2.392,0.908,1.112,3.322,2.889,2.936,0.877,1.404,1.853,2.448,3.326,1.502,1.411,1.886,1.611,0.932,1.103,1.376,1.476,1.075,2.085,1.314,1.544,1.168,1.012,0.635,3.147,0.783,1.016,1.709,0.935,1.492,1.615,1.311,1.097,1.653,2.487,1.373,0.545,0.504,0.575,0.828,0.537,1.688,0.906,1.718,2.008,1.451,0.222,1.129,2.681,2.291,1.962,1.343,0.458,1.317,1.932,1.281,2.456,1.451,1.346,4.003,1.007,1.501,3.706,3.13,1.609,1.858,1.812,0.607,2.217,1.267,1.613,2.497,1.514,4.03,3.247,2.313,3.872,2.874,2.472,1.777,3.171,0.627,2.7,2.789,1.658,2.721,1.926,3.387,0.903,1.019
239,4.042,1.818,3.363,1.679,2.939,3.117,4.702,4.371,0.751,3.069,5.587,2.638,3.537,2.506,3.242,2.397,1.525,4.443,1.239,1.692,2.728,0.764,2.085,2.607,1.907,2.894,2.169,0.613,3.782,0.643,2.276,1.482,0.553,0.652,3.921,3.335,1.711,2.453,2.475,1.468,1.109,1.525,0.293,0.978,0.395,1.048,1.643,1.155,1.941,1.507,2.083,4.873,2.55,3.737,3.507,1.566,0.537,1.865,1.979,0.384,0.931,2.859,1.915,3.842,4.197,2.58,3.315,1.974,2.172,2.114,1.502,0.412,1.544,1.524,1.055,1.441,1.595,5.138,2.193,3.542,5.836,4.174,3.026,4.435,4.965,0.772,3.054,1.942,1.991,1.401,2.353,1.55,1.403,1.449
240,2.715,0.611,3.641,1.443,3.569,2.07,3.379,1.567,2.196,1.84,3.255,3.898,4.769,1.896,4.926,2.649,1.33,2.775,1.066,1.648,2.849,0.707,1.708,2.144,2.067,2.483,1.03,1.835,1.067,0.502,2.101,1.032,1.271,2.128,3.911,2.319,0.781,0.959,2.43,2.296,1.641,1.163,0.203,1.766,2.654,4.166,0.558,0.853,1.061,1.709,0.772,0.942,1.333,5.151,4.983,1.22,1.345,4.775,3.041,1.932,4.873,2.424,0.81,4.218,3.209,1.498,3.138,2.64,1.928,2.721,1.376,0.761,1.163,2.792,3.511,1.606,1.657,5.893,5.003,3.948,5.105,4.738,8.064,5.227,5.296,0.774,3.063,2.671,1.844,1.914,3.083,1.618,2.075,1.663
241,2.654,0.472,2.987,1.324,2.514,3.914,3.7,2.366,2.6,3.275,3.911,2.905,2.101,5.693,2.462,2.35,1.156,4.204,0.775,1.625,1.782,2.241,0.912,1.865,3.05,2.561,1.487,1.937,2.047,1.225,2.409,2.197,0.845,0.691,3.768,3.486,1.927,1.174,1.614,1.373,0.508,1.221,2.118,0.938,3.219,0.797,1.233,3.224,2.147,1.43,1.406,0.743,0.789,3.941,4.909,1.775,1.8,0.765,3.359,1.388,2.697,2.416,3.672,3.323,2.849,2.247,3.939,2.382,2.001,3.048,2.649,0.597,1.837,2.773,1.651,3.176,3.574,8.382,3.894,3.412,6.678,3.473,3.941,5.454,5.998,2.372,3.529,2.836,2.955,1.639,2.255,1.458,2.201,1.356
242,0.978,2.562,3.22,4.115,3.863,1.83,2.574,4.643,2.404,2.514,4.695,3.413,4.567,3.745,4.146,2.235,2.707,2.409,1.163,1.895,2.942,3.386,0.359,1.551,2.883,2.169,1.93,2.134,3.474,1.772,1.758,2.044,1.773,0.449,3.493,3.669,1.01,0.919,2.667,1.853,2.037,1.996,1.492,2.135,1.958,0.626,1.777,2.167,2.061,2.03,3.65,0.981,0.547,5.561,4.984,2.307,2.92,1.087,2.397,0.944,1.908,2.226,2.564,4.542,4.512,2.876,1.309,1.698,2.592,2.85,2.417,0.565,0.868,0.89,1.884,3.374,2.662,8.148,4.935,3.343,6.424,4.242,3.107,4.96,5.239,1.218,2.959,3.842,2.722,3.49,2.472,1.109,1.852,2.278
243,2.243,3.553,7.404,2.927,3.953,4.406,4.426,3.877,4.734,7.927,7.192,4.077,4.876,3.228,3.696,2.5,3.083,2.635,2.07,2.102,3.923,3.624,1.968,1.425,2.47,2.234,3.118,1.849,2.691,1.451,2.741,1.877,2.746,2.756,7.617,8.13,1.085,2.081,4.086,3.787,3.036,2.529,2.614,5.468,5.107,3.184,2.518,3.24,5.092,2.937,3.439,2.356,4.363,8.598,4.85,3.709,1.577,1.869,3.574,2.487,2.196,2.209,5.924,6.164,6.656,2.181,3.392,1.866,3.184,3.999,4.866,1.042,2.814,1.413,3.562,5.074,3.274,12.537,6.44,4.422,7.477,6.015,11.353,6.893,7.683,0.797,4.607,3.829,4.492,2.812,3.7,2.405,1.771,2.275
244,0.569,7.021,11.967,2.36,4.293,3.376,5.866,5.849,6.454,6.137,7.514,5.436,7.898,3.758,4.931,2.197,4.049,3.868,2.252,2.342,4.28,5.242,3.754,1.089,2.269,2.716,4.429,4.592,3.038,3.094,3.409,3.715,3.472,5.042,5.821,5.085,2.41,2.019,5.722,5.162,1.138,2.711,5.853,7.718,7.86,6.168,4.834,5.119,2.535,3.013,5.127,3.172,1.963,7.69,5.972,4.103,5.11,4.346,4.99,3.073,1.362,4.516,7.137,11.041,8.002,3.671,4.368,3.513,4.958,6.317,5.092,0.981,5.244,4.755,2.667,10.408,4.399,14.46,9.263,10.337,9.138,7.029,15.823,10.969,9.728,2.398,4.263,5.755,5.794,3.463,3.649,2.927,2.427,2.01
245,0.652,11.179,8.051,8.383,5.451,5.491,6.204,9.247,6.146,8.602,9.452,5.835,5.972,6.117,5.028,3.063,3.323,7.72,2.317,3.517,6.003,4.804,4.344,1.769,3.773,3.097,6.229,8.545,2.609,4.632,4.135,6.92,6.27,10.66,12.982,11.074,2.905,4.833,6.454,6.172,3.168,7.348,8.284,6.665,10.455,9.492,8.992,6.88,10.002,8.584,5.72,5.642,3.629,7.522,8.24,8.688,7.243,4.292,5.738,7.439,2.136,6.306,5.929,11.553,7.962,4.075,2.284,3.432,5.182,6.434,8.079,1.736,8.768,10.73,9.491,4.101,7.229,13.851,9.511,12.211,7.069,11.492,7.116,12.457,10.426,3.611,6.45,5.38,9.364,4.026,4.077,1.964,5.76,2.625
246,3.481,12.592,12.158,7.862,4.839,8.195,5.249,10.705,6.153,6.079,7.656,6.42,9.597,8.177,5.333,4.13,4.657,9.009,3.492,2.891,4.7,3.979,4.069,1.845,3.637,3.497,7.173,7.947,3.818,4.573,4.721,6.688,9.626,6.052,10.52,9.233,3.462,6.222,7.114,5.275,5.392,7.256,8.084,5.033,9.034,10.863,6.887,8.238,6.045,6.062,8.831,7.573,3.946,6.727,5.095,9.461,6.172,4.296,5.47,5.825,2.913,5.612,3.841,11.231,12.776,3.852,5.069,2.869,5.183,4.798,7.303,2.476,10.667,6.204,9.545,2.997,7.26,11.891,9.199,9.043,5.712,10.802,11.11,10.637,6.786,3.753,5.278,5.667,6.926,4.318,4.169,1.959,5.355,4.449
247,3.462,6.597,10.451,6.434,6.367,4.429,5.46,9.725,8.483,7.462,7.23,5.32,7.827,6.891,6.658,3.123,6.719,8.229,4.703,4.035,5.976,4.18,4.003,1.811,5.167,5.467,6.24,6.835,3.419,8.871,4.865,6.901,7.874,7.559,8.234,6.453,4.502,3.849,6.944,6.627,4.367,11.982,8.383,4.309,6.184,11.863,7.95,11.115,10.559,11.227,10.718,10.919,3.457,8.293,5.367,12.951,9.705,6.649,5.344,5.483,2.945,4.215,4.814,15.005,13.6,6.03,3.463,6.451,5.023,4.609,3.545,2.085,8.222,10.081,13.239,5.992,10.034,9.696,10.017,7.603,4.999,10.125,9.857,6.997,6.052,4.106,4.895,6.2,8.476,4.359,4.562,4.299,5.461,6.201
