Week,Anchorage,Birmingham,Little Rock,Mesa,Phoenix,Scottsdale,Tempe,Tucson,Berkeley,Fresno,Irvine,Los Angeles,Oakland,Sacramento,San Diego,San Francisco,San Jose,Sunnyvale,Colorado Springs,Denver,Washington,Gainesville,Jacksonville,Miami,Orlando,Tampa,Atlanta,Roswell,Honolulu,Des Moines,Chicago,Indianapolis,Wichita,Lexington,Baton Rouge,New Orleans,Boston,Somerville,Baltimore,Grand Rapids,St Paul,Kansas City,Springfield,St Louis,Jackson,Cary,Charlotte,Durham,Greensboro,Raleigh,Lincoln,Omaha,Newark,Albuquerque,Las Vegas,Reno,Albany,Buffalo,New York,Rochester,Cleveland,Columbus,Dayton,Oklahoma City,Tulsa,Beaverton,Eugene,Portland,Philadelphia,Pittsburgh,State College,Providence,Columbia,Greenville,Knoxville,Memphis,Nashville,Austin,Dallas,Ft Worth,Houston,Irving,Lubbock,Plano,San Antonio,Salt Lake City,Arlington,Reston,Richmond,Bellevue,Seattle,Spokane,Madison,Milwaukee
248,1.24,6.756,8.645,4.439,5.411,3.343,5.793,6.54,7.068,3.486,4.705,4.667,7.527,6.875,4.819,3.16,6.702,6.137,3.004,3.108,4.389,7.497,5.869,1.892,4.934,3.035,5.819,8.059,3.191,10.591,5.032,7.692,6.049,5.862,3.225,7.642,3.28,3.922,4.533,4.523,7.347,10.967,3.818,4.275,5.683,12.852,5.307,8.021,9.439,7.904,11.772,11.374,6.477,5.182,3.917,4.53,4.938,7.94,5.396,5.584,2.15,3.449,3.178,11.457,11.903,3.96,3.931,5.16,5.044,4.202,5.284,2.596,6.476,4.106,11.418,3.613,7.353,7.603,8.599,6.04,4.222,7.329,7.345,9.214,6.359,3.954,3.919,5.327,5.73,2.402,3.528,2.915,6.472,5.635
249,2.788,3.755,5.802,2.905,2.691,4.295,4.287,5.358,3.593,2.49,4.361,5.061,4.293,3.899,4.406,3.14,4.935,4.02,2.691,2.23,4.63,3.983,4.869,1.216,3.679,3.005,3.489,4.371,4.304,3.686,4.151,3.737,5.426,6.132,4.747,5.872,1.853,2.153,3.593,3.276,6.841,5.958,5.411,3.365,3.827,5.47,3.486,5.403,6.699,6.345,6.585,7.256,3.069,5.079,1.833,11.922,6.487,4.233,4.25,3.759,3.419,2.405,2.413,7.626,7.593,3.995,1.561,3.613,4.022,4.362,4.562,3.406,6.68,4.019,7.873,1.587,4.545,5.824,6.284,5.484,4.129,6.614,7.269,5.727,4.569,2.881,3.935,4.571,4.922,2.143,3.391,3.448,5.467,6.062
250,0.723,3.321,3.149,1.265,3.325,6.889,3.416,2.766,7.14,1.678,1.847,3.601,6.771,4.671,2.973,2.53,3.189,3.895,1.088,2.795,3.221,4.917,4.512,2.141,4.551,3.64,3.153,0.845,2.738,7.488,3.528,2.93,4.352,4.637,4.112,5.105,3.462,1.525,2.736,3.204,5.321,3.282,5.132,3.394,2.871,8.242,2.087,3.751,3.017,2.992,8.203,1.773,1.905,3.466,2.594,6.457,5.359,5.47,4.222,4.507,2.293,2.905,2.193,4.235,8.712,2.89,2.41,3.418,3.668,3.276,4.656,2.167,2.139,4.786,3.734,3.647,1.878,5.89,3.035,5.142,2.966,4.39,6.347,8.09,5.793,1.039,3.84,3.848,4.227,2.351,2.423,2.498,5.049,4.571
251,0.85,2.743,1.8,3.628,2.317,2.404,2.722,2.595,3.229,1.359,4.43,2.555,3.035,2.615,2.558,1.727,2.761,4.463,1.615,1.833,3.034,4.046,2.278,2.115,2.891,2.734,2.6,2.203,2.913,2.85,3.578,2.486,0.877,2.783,5.111,1.259,2.12,1.916,2.469,2.458,2.926,4.251,3.279,2.52,2.576,2.624,2.3,3.943,2.16,3.582,3.009,2.978,0.677,5.853,2.194,1.69,5.759,4.774,2.806,2.515,0.874,1.736,1.515,4.831,1.665,1.836,0.956,2.577,2.81,3.293,2.785,1.479,5.003,3.71,4.087,4.394,1.526,3.824,4.267,3.93,3.337,2.696,3.018,3.733,4.671,1.675,3.563,4.254,3.297,1.206,2.828,4.645,4.43,2.381
252,2.741,2.819,1.06,5.468,2.768,5.891,4.735,2.764,1.324,2.789,1.641,2.369,3.716,2.324,1.786,1.409,5.165,3.972,1.355,1.308,2.54,2.236,3.051,0.539,2.396,1.992,1.417,2.228,2.038,1.174,2.504,1.822,1.741,2.226,3.969,2.918,0.951,1.288,2.431,2.477,3.381,2.691,4.206,1.783,0.843,3.024,1.721,1.866,0.968,2.543,1.694,2.607,1.146,3.705,1.102,1.207,2.49,3.335,2.168,3.356,2.204,1.167,1.562,3.975,3.418,2.176,3.056,2.626,2.854,3.87,3.11,0.809,2.731,1.11,1.269,1.902,1.289,3.166,3.106,3.741,3.258,2.911,3.05,4.597,3.037,1.777,3.006,2.669,2.608,2.387,2.046,2.076,2.202,2.156
253,1.38,1.971,0.865,3.946,1.305,3.984,1.904,1.677,0.97,0.653,1.485,2.117,1.539,2.679,2.527,1.091,3.772,0.708,0.533,1.002,2.044,1.296,2.612,1.355,3.231,1.684,1.144,1.901,2.061,3.796,2.667,1.897,1.974,2.043,2.735,2.748,0.94,0.501,2.114,2.054,1.832,1.595,2.161,1.121,0.65,1.177,0.766,0.963,0.874,1.96,1.594,1.442,1.128,2.431,2.05,3.643,3.192,1.047,1.798,0.918,0.871,2.074,1.237,1.574,3.067,0.949,1.702,2.145,2.197,1.981,2.696,0.687,2.808,1.819,1.479,2.176,2.36,2.12,1.852,1.81,1.574,2.395,5.088,1.196,2.457,0.92,1.966,2.273,1.409,1.98,2.534,2.103,2.153,2.5
254,1.562,0.884,3.083,2.886,2.264,2.976,1.871,3.145,2.048,0.89,1.961,1.649,2.235,2.08,1.873,0.602,3.398,1.421,1.401,0.818,2.191,0.495,2.454,0.86,1.967,1.396,0.812,2.307,2.637,2.221,1.905,1.155,0.349,1.735,1.809,1.045,0.695,0.803,1.691,1.242,0.737,1.536,1.324,0.91,0.37,2.272,1.897,1.54,0.92,1.734,0.556,0.693,1.526,1.576,1.348,1.684,3.731,1.053,1.515,1.884,0.862,1.35,1.202,1.577,1.551,1.395,1.304,1.457,2.424,1.843,1.434,0.46,3.131,0.766,2.405,0.939,0.553,2.368,2.35,2.529,1.184,0.875,2.316,2.517,2.014,0.651,2.485,2.136,2.869,2.024,1.832,1.742,0.954,1.176
255,3.004,1.158,2.459,1.774,1.841,0.955,1.096,2.619,3.2,1.65,1.411,1.638,1.985,1.559,2.062,0.882,2.035,1.423,0.717,1.223,1.38,2.442,1.918,1.321,1.152,1.848,1.087,1.674,2.195,0.413,1.097,1.397,0.356,1.44,1.296,1.112,0.626,1.335,2.666,1.516,0.986,0.253,0.855,0.531,0.255,0.821,0.929,0.642,2.143,1.42,0.502,0.406,1.545,1.989,2.229,3.509,0.676,2.36,1.292,0.607,0.58,0.828,0.894,2.463,1.522,0.67,2.167,1.196,1.965,1.298,4.769,2.234,0.764,1.364,1.507,1.479,1.376,1.994,1.826,1.169,1.562,2.643,2.894,4.936,1.7,0.648,2.516,2.296,2.087,0.942,1.969,0.861,1.272,0.627
256,1.1,1.687,3.665,2.903,1.251,0.656,1.609,1.176,1.376,0.775,3.059,0.733,1.287,0.828,1.061,1.985,0.725,1.073,0.376,0.405,1.357,1.264,0.534,1.002,1.15,1.537,0.465,2.202,1.763,0.433,0.888,0.318,0.365,1.496,1.775,2.291,0.855,0.96,1.697,1.38,1.224,0.383,0.986,0.635,0.25,0.807,1.22,1.81,0.876,0.334,0.884,0.411,1.554,1.067,1.739,1.019,0.699,1.384,1.023,0.759,1.632,0.841,0.619,2.485,2.323,2.022,0.748,0.717,1.584,1.148,1.638,0.463,0.5,1.13,0.456,0.632,0.89,2.218,2.103,3.108,1.971,1.514,1.68,1.651,2.433,0.787,1.696,2.15,1.432,1.206,1.49,0.566,2.314,0.433
257,0.856,1.134,2.708,1.235,0.467,2.455,3.25,2.957,4.181,1.253,1.823,1.162,2.626,1.32,1.409,1.652,1.107,1.379,0.346,0.447,0.771,0.728,0.586,0.698,1.075,1.563,0.836,1.106,2.86,0.661,0.529,0.451,0.278,2.029,2.179,3.575,0.459,0.677,1.818,0.812,0.744,0.381,0.553,0.205,0.672,0.654,1.212,0.942,0.516,1.121,0.434,0.412,0.59,1.146,1.58,1.12,0.385,1.287,0.717,2.059,0.825,0.424,0.879,1.26,1.123,1.127,0.42,1.504,2.369,1.171,2.983,0.255,1.137,1.824,0.267,1.141,0.717,2.099,2.323,1.787,1.927,0.796,0.964,2.885,1.546,0.405,1.845,1.812,1.093,1.667,1.256,1.156,1.244,0.613
258,1.42,1.134,1.869,1.227,0.729,2.422,0.592,1.557,2.458,2.662,0.935,1.137,1.49,1.055,1.477,1.364,1.491,1.968,0.237,0.489,1.317,0.642,0.867,1.101,0.543,0.476,0.667,0.567,1.724,0.389,0.337,0.879,0.169,0.537,2.246,1.614,0.471,0.693,0.848,0.349,0.376,0.817,0.263,0.623,1.442,0.788,0.617,0.712,1.702,0.695,0.909,0.431,0.736,0.795,1.016,2.579,0.352,1.378,0.755,0.758,0.541,0.922,0.406,0.872,1.541,1.327,1.945,1.523,0.847,1.64,1.985,0.439,0.72,2.261,0.195,0.485,0.569,1.719,0.755,1.655,1.885,2.037,1.827,0.972,1.174,0.419,2.633,1.365,1.111,0.478,0.629,2.555,1.24,0.428
259,0.666,1.379,2.433,1.031,0.735,1.701,0.895,1.171,1.924,1.587,1.764,1.441,1.496,1.981,1.913,0.943,1.109,1.957,0.341,0.231,0.87,0.413,0.849,0.763,0.852,0.702,0.668,0.811,2.688,0.682,0.981,1.123,0.773,0.302,1.303,1.607,0.487,0.301,1.051,0.62,0.231,0.853,0.641,0.746,0.711,0.751,0.613,0.388,0.894,0.721,1.002,0.416,0.745,1.614,1.917,1.161,0.995,1.172,0.609,0.347,1.137,0.655,1.16,1.259,1.298,1.118,0.661,0.883,0.606,1.612,1.668,0.299,0.414,0.895,0.161,1.187,0.945,2.199,1.221,1.151,1.96,1.162,3.547,1.596,1.196,0.39,0.865,1.015,0.912,2.145,0.995,1.179,0.334,1.608
260,0.441,0.598,1.751,0.606,0.36,1.264,0.619,1.727,0.879,1.609,0.852,1.419,0.531,1.036,1.241,0.49,0.304,0.514,1.277,0.235,1.095,0.722,0.465,0.901,0.328,1.12,0.879,1.137,1.098,0.432,0.541,0.882,0.484,0.963,1.08,0.896,0.755,0.199,2.049,0.836,1.036,0.355,0.697,0.299,0.395,1.105,0.47,1.359,0.749,0.371,0.341,0.24,0.368,1.065,1.147,1.153,0.501,1.091,0.67,1.217,0.353,0.663,0.503,0.849,1.547,0.872,0.562,0.778,1.121,0.818,1.448,0.379,0.291,0.731,0.134,1.645,0.631,2.455,1.622,0.792,1.161,2.533,2.112,1.575,1.189,0.406,1.89,1.003,1.823,0.432,1.169,0.573,0.388,0.881
261,0.418,1.542,1.043,0.611,1.338,1.066,2.364,2.291,0.858,1.464,0.758,0.785,0.711,0.652,1.074,1.29,1.16,1.703,0.51,0.514,1.299,1.01,0.91,0.612,1.018,1.177,0.445,0.705,2.468,0.773,0.443,0.825,0.285,1.958,1.027,1.179,0.143,0.5,1.671,0.865,0.786,0.659,0.351,0.308,0.423,0.908,0.489,0.622,0.474,0.945,0.463,0.222,0.344,1.799,1.863,0.761,0.573,0.559,0.795,0.663,0.349,1.371,0.439,0.775,1.606,0.466,0.928,0.651,1.91,2.03,1.469,0.345,0.384,0.545,1.133,1.409,1.108,2.548,1.764,0.863,1.15,0.896,1.846,2.737,0.823,0.292,1.491,1.911,1.54,0.322,0.856,1.478,0.349,0.427
262,0.298,1.065,2.382,0.483,0.912,1.125,1.073,1.237,0.673,0.994,2.035,1.242,1.47,1.527,1.691,1.409,0.994,1.603,0.538,0.241,1.003,0.859,1.426,0.346,0.667,1.116,0.94,0.409,1.674,0.681,0.987,0.909,0.253,1.038,1.168,0.959,0.163,0.705,1.439,0.827,0.504,0.41,0.246,0.464,0.363,1.066,0.426,0.475,1.342,0.545,0.33,0.16,1.133,1.585,0.614,0.553,1.097,0.506,0.807,0.327,0.259,0.57,1.443,0.741,1.085,1.049,0.577,1.017,1.222,1.498,3.199,0.277,0.305,0.542,0.864,1.742,0.57,1.26,1.405,1.453,1.019,1.981,2.653,1.301,0.7,0.556,1.237,1.312,0.911,0.216,1.11,0.663,0.722,0.272
263,0.465,0.566,1.821,0.441,0.91,1.056,0.894,0.804,2.578,0.69,1.207,0.784,1.959,1.303,0.661,1.233,0.352,0.938,0.484,0.329,1.141,1.413,0.809,1.176,0.686,0.783,0.414,0.316,0.908,0.701,0.636,0.486,0.319,0.425,0.842,2.027,0.148,0.611,1.619,1.074,0.323,0.259,0.228,0.236,1.066,1.403,0.334,1.012,0.745,1.442,0.255,0.762,0.824,3.32,1.195,0.583,0.726,0.702,0.676,0.341,0.391,1.05,0.947,0.959,0.806,1.318,0.785,1.081,0.635,1.361,3.294,0.207,0.543,0.465,0.684,0.703,0.988,1.546,1.606,2.649,0.673,1.197,2.889,1.093,0.657,1.171,1.049,1.467,0.806,0.671,0.55,0.778,0.918,0.692
264,1.717,0.303,1.177,0.37,0.736,0.714,1.155,0.795,1.448,1.931,0.871,0.991,1.066,0.99,0.546,0.704,1.015,3.384,0.423,0.328,0.756,0.854,0.454,0.605,0.809,0.879,0.194,0.374,0.877,0.431,0.567,0.381,0.805,0.508,0.666,1.607,0.309,0.288,0.892,0.72,0.278,0.238,1.081,0.308,1.065,1.43,0.487,1.02,0.826,0.935,0.261,0.751,0.543,2.451,1.436,0.471,1.223,0.428,0.737,0.654,0.59,0.476,0.802,1.251,1.523,1.154,1.146,0.673,1.047,0.853,4.43,0.164,0.415,0.365,1.046,0.617,0.565,0.957,1.304,1.477,0.673,0.746,1.723,1.569,0.891,0.705,1.253,0.978,0.653,0.364,1.074,0.542,0.604,0.612
265,1.079,0.229,0.88,0.32,1.069,0.965,1.152,1.743,1.25,1.557,0.896,0.528,0.655,0.808,1.634,1.142,0.528,0.941,0.332,0.201,1.007,0.523,0.308,0.361,0.687,0.344,0.208,0.859,0.866,0.469,0.674,0.625,0.813,0.964,0.553,1.997,0.232,0.823,1.458,1.668,0.213,0.798,0.643,0.383,2.482,0.595,0.393,1.331,0.748,0.528,0.592,0.404,0.943,1.527,0.474,0.97,0.879,0.42,0.686,1.149,0.419,0.447,1.535,1.213,1.513,1.392,0.815,0.752,1.399,1.226,2.864,0.172,0.577,0.415,0.538,1.186,0.795,0.954,1.288,1.41,1.011,2.709,1.258,1.18,0.488,0.271,1.066,0.97,0.975,1.436,0.696,1.265,0.769,0.963
266,0.704,0.189,0.749,0.284,1.207,1.524,1.276,0.781,0.961,1.468,1.488,0.94,1.402,0.634,1.008,0.994,0.668,0.927,0.206,0.179,0.81,0.376,0.398,0.485,0.504,1.312,0.807,0.879,0.753,0.272,0.673,0.449,0.389,1.392,2.196,1.177,0.146,0.391,1.572,0.926,0.922,1.222,0.669,0.334,0.812,1.939,1.072,1.116,0.742,0.412,1.28,0.254,0.648,1.813,1.11,0.672,1.399,0.343,0.653,1.093,0.307,0.512,0.889,1.733,1.684,1.098,0.483,0.741,1,0.87,2.242,0.17,0.725,0.426,0.374,0.742,0.636,1.957,0.662,2.474,1.452,1.539,5.232,1.038,1.608,0.38,1.74,1.508,0.693,1.067,0.701,1.217,0.419,1.352
267,0.557,0.238,2.14,0.255,0.579,0.909,0.702,0.445,1.284,0.617,0.875,0.756,1.797,0.806,0.807,0.887,0.447,1.683,0.146,0.491,1.137,0.446,0.505,0.947,0.236,0.983,0.337,2.16,0.678,0.689,0.7,0.483,0.521,0.816,3.022,1.002,0.165,0.193,0.841,0.673,0.742,0.436,0.422,0.645,0.976,1.77,0.635,0.634,0.57,0.578,0.577,1.015,0.443,1.261,0.909,0.755,1.21,0.276,0.674,1.203,0.32,0.433,0.963,2.716,1.217,0.693,0.354,0.456,1.053,1.56,1.836,0.14,0.725,1.497,0.28,0.586,0.626,0.793,0.851,1.4,1.336,1.148,3.525,1.549,0.594,0.58,1.426,1.99,0.911,0.968,0.428,0.502,0.77,0.966
268,0.462,0.249,1.91,0.23,0.734,0.949,1.151,0.535,1.588,0.438,0.534,0.677,0.824,0.791,1.031,0.775,0.666,0.842,0.214,0.115,1.168,0.323,0.861,0.432,0.956,0.309,0.641,1.516,2.174,0.623,0.256,0.626,0.304,1.55,2.098,1.014,0.392,0.246,1.08,0.368,0.447,0.39,0.304,0.375,0.826,1.126,0.475,0.398,0.415,0.734,0.349,0.674,0.947,0.804,0.614,0.548,1.026,0.322,0.728,0.435,0.292,1.027,0.741,0.79,1.903,0.68,0.308,0.81,0.63,1.027,1.124,0.296,0.768,1.162,0.224,0.829,0.793,0.616,1.456,2.313,1.077,0.925,2.656,1.167,1.061,0.555,0.857,0.781,0.817,0.505,0.363,0.938,0.587,0.705
269,0.319,0.207,1.182,0.324,0.899,0.664,0.763,1.286,1.001,0.851,1.025,0.813,0.788,0.477,1.617,1.542,0.665,0.833,0.363,0.154,0.847,0.687,0.622,0.924,0.552,0.671,0.327,0.682,0.714,0.333,0.376,0.477,0.698,0.863,1.977,1.969,0.163,0.812,1.268,0.887,0.323,0.271,0.233,0.634,0.675,0.797,0.785,0.317,0.393,1.077,0.246,0.356,0.514,0.988,1.028,0.624,0.734,0.413,0.752,0.668,0.227,1.284,0.482,0.732,2.092,0.674,0.24,0.732,1.141,0.724,1.199,1.091,0.498,0.752,0.246,0.515,0.792,1.068,0.712,1.312,0.827,1.399,2.271,0.981,0.672,0.302,0.859,1.106,1.722,0.51,0.617,0.757,0.309,0.305
270,0.244,0.22,0.876,0.285,0.559,0.521,1.149,1.044,1.063,3.16,0.847,0.535,1.126,1.043,0.671,0.943,0.336,0.536,0.253,0.312,1.276,0.701,1.121,0.677,0.547,0.549,0.877,0.457,1.701,0.257,0.525,0.476,0.262,0.488,1.681,1.308,0.229,0.581,1.267,0.624,1.022,0.556,0.178,0.454,0.491,0.514,0.929,0.271,0.314,0.546,0.188,0.504,0.349,2.077,0.552,1.552,0.674,0.304,0.569,0.48,0.887,0.459,0.438,1.228,1.447,0.668,0.197,0.65,1.137,1.212,2.613,0.724,0.367,0.558,0.894,0.373,0.49,0.935,1.243,0.944,0.993,1.679,1.27,1.155,1.212,0.695,0.583,1.1,1.157,0.564,0.555,0.419,0.218,0.971
271,0.197,0.828,0.704,0.262,0.558,2.342,0.528,0.807,2.195,0.913,1.171,1.015,0.809,1.053,0.669,0.59,0.521,0.368,0.166,0.551,0.997,0.717,0.667,0.433,0.34,0.497,0.267,0.494,1.658,0.174,0.444,0.343,0.165,0.332,1.321,2.347,0.143,0.336,0.895,0.866,0.52,0.298,0.144,0.362,0.386,1.028,0.347,1.308,1.409,0.719,0.152,0.337,0.287,1.636,0.749,1.139,0.46,2.053,0.654,0.672,0.478,0.378,1.493,0.859,1.149,1.123,0.258,0.363,1.025,0.849,2.123,0.631,0.289,0.443,0.484,0.294,1.355,0.611,0.927,0.748,0.985,1.394,1.008,0.745,1.221,0.296,1.404,1.093,0.69,0.497,0.512,0.936,0.772,0.611
272,0.165,1.1,0.643,0.235,0.888,1.468,1.651,0.74,1.221,0.537,1.287,1.541,0.491,1.522,0.925,1.475,0.736,2.535,0.133,0.09,1.125,0.462,0.349,0.521,0.341,0.669,0.513,0.321,0.842,0.711,0.598,0.361,0.167,0.368,1.819,1.267,0.39,0.278,1.288,1.093,0.351,0.249,0.12,0.449,0.394,0.817,0.482,0.653,1.407,0.355,0.141,0.671,1.145,1.15,0.897,1.713,1.535,1.429,0.494,0.353,0.546,0.467,0.86,1.245,0.976,0.91,0.771,1.025,0.905,2.137,1.605,0.473,0.328,0.369,0.337,1.287,0.635,1.661,0.498,0.654,0.658,1.421,1.624,0.565,1.078,0.171,1.441,1.394,1.568,0.945,0.723,0.891,0.615,0.979
273,0.989,0.66,0.562,0.8,1.345,2.287,0.696,0.582,0.929,1.194,1.28,1.145,0.834,0.97,0.383,1.461,0.495,1.498,0.134,0.15,1.104,0.388,0.52,0.752,0.425,0.447,0.882,1.095,0.873,0.424,0.291,0.481,0.778,0.621,1.882,2.983,0.401,0.184,0.767,1.072,0.265,0.224,0.112,0.348,0.298,2.038,0.284,0.401,0.82,0.516,0.971,0.571,0.658,1.077,0.901,1.55,1.006,1.063,0.656,0.23,0.562,0.876,1.455,4.16,0.669,0.486,0.577,0.175,1.038,1.373,1.313,0.435,0.714,0.251,0.348,0.998,0.802,1.095,0.471,1.75,0.47,1.113,1.186,0.509,1.405,0.131,1.077,1.261,1.723,0.448,0.458,0.518,0.592,0.489
274,0.49,0.472,1.868,1.298,0.629,1.716,1.847,1.238,0.844,1.211,1.399,0.742,1.865,1.057,0.679,0.875,0.337,0.829,0.411,0.392,1.602,0.628,0.88,0.984,0.282,0.985,0.598,0.603,0.871,0.99,0.632,0.262,0.491,0.547,2.671,1.369,0.659,0.12,1.46,0.369,0.791,0.171,1.001,0.188,0.403,0.93,0.481,0.475,0.618,0.457,0.501,0.342,0.556,1.123,0.489,1.134,0.588,0.702,0.806,0.169,1.101,1.014,0.645,1.418,0.518,0.372,0.38,0.743,0.778,1.633,1.284,0.425,0.455,0.216,0.279,0.641,1.142,1.237,0.728,1.135,1.181,1.17,0.932,1.453,0.94,0.545,1.452,1.264,0.941,0.366,0.572,0.459,0.423,0.639
275,0.338,0.561,1.609,0.818,1.015,1.115,0.646,0.986,0.94,2.003,0.862,0.937,2.258,1.29,1.711,4.142,2.219,1.784,0.266,0.342,1.056,1.939,0.777,0.556,1.155,0.555,0.587,1.199,2.242,0.823,0.47,1.275,0.581,0.352,1.922,2.143,0.315,0.109,1.568,0.728,0.818,0.179,0.425,0.139,0.339,1.679,0.873,1.093,0.627,0.633,0.441,0.312,1.144,2.082,0.428,1.057,0.447,0.645,0.608,1.087,0.906,1.042,0.878,1.439,0.557,1.174,0.271,1.498,1.048,1.385,1.775,0.972,0.452,1.334,0.235,1.894,0.444,1.515,1.722,0.889,1.055,0.887,0.965,0.878,1.7,0.29,1.106,0.891,1.443,1.769,0.906,0.244,0.588,0.637
276,1.726,1.833,2.426,0.653,1.177,1.309,1.311,0.677,0.717,1.604,2.132,1.869,1.853,1.475,0.861,3.017,1.249,2.04,1.895,0.889,1.675,0.58,1.16,0.456,0.582,0.918,0.367,0.678,3.237,0.728,0.764,0.882,0.41,1.376,1.238,1.34,0.468,0.138,0.989,0.358,0.485,0.386,1.073,0.137,0.296,1.275,1.242,2,1.226,0.899,0.628,0.395,0.777,1.602,1.134,1.147,0.353,0.806,1.024,0.689,0.965,0.957,0.606,2.377,2.505,0.886,0.288,1.603,0.983,0.95,2.264,0.396,1.034,1.223,2.049,1.467,0.642,1.872,1.418,0.722,0.925,1.061,2.476,2.652,1.259,0.432,1.543,1.841,2.228,1.463,0.995,1.261,0.477,0.87
277,0.785,1.075,1.982,1.889,1.161,0.895,1.527,1.128,0.525,1.876,1.426,1.268,2.274,1.768,1.436,1.712,1.093,0.962,1.245,0.526,1.134,0.387,1.186,1.345,0.724,0.56,0.226,0.507,1.083,0.56,0.648,0.621,0.3,0.91,1.808,1.605,0.361,0.129,0.981,1.249,2.228,0.225,0.797,0.257,0.262,0.868,0.64,1.361,0.756,0.688,1.111,0.573,2.485,2.501,1.415,0.66,1.8,0.453,0.796,0.684,0.484,0.779,0.447,1.307,2.161,1.514,1.685,0.93,1.226,0.787,1.719,0.374,0.922,1.1,0.849,1.882,0.651,1.54,0.958,0.709,0.925,2.56,1.936,1.771,1.043,0.775,0.997,1.683,2.192,1.353,0.763,0.732,0.992,0.705
278,0.884,0.789,2.247,1.261,0.599,0.683,1.537,1.324,3.561,2.437,1.257,1.105,3.688,1.165,2.449,1.409,1.082,1.201,0.401,0.61,1.331,1.312,0.663,0.853,1.157,0.913,0.228,0.388,2.522,0.739,1.039,0.896,0.969,0.852,3.63,2.807,0.629,0.153,1.708,0.479,2.216,0.244,0.667,0.558,0.236,1.688,0.629,0.898,1.507,1.522,0.866,0.344,1.554,1.591,0.653,0.66,1.031,0.306,1.243,0.426,0.444,0.399,0.436,1.405,1.102,1.308,1.378,1.08,1.197,1.406,2.265,0.279,0.553,1.211,1.114,2.042,1.262,2.495,1.777,0.603,1.237,1.983,1.469,1.16,1.946,0.178,1.406,4.365,1.317,0.866,0.405,1.23,0.675,0.86
279,0.628,0.469,1.781,0.847,0.938,3.811,1.769,1.098,2.118,1.424,1.279,1.373,3.139,1.15,1.421,1.223,1.594,0.772,0.795,0.638,1.465,1.304,0.933,0.484,0.938,1.072,0.645,1.487,0.883,0.357,0.73,1.42,0.743,0.846,2.5,3.479,1.246,0.464,1.57,0.841,0.623,0.393,0.316,0.344,0.283,2.088,0.64,0.558,1.527,0.677,0.628,0.574,1.162,1.247,0.805,1.123,0.944,0.582,1.248,0.869,0.644,0.418,0.772,2.765,0.763,1.087,0.926,1.051,2.301,1.787,1.46,0.19,1.083,0.751,0.844,1.144,0.361,2.358,1.051,2.808,1.101,1.987,1.66,2.011,1.533,0.503,1.974,2.832,1.075,1.316,0.634,0.718,0.822,0.691
280,0.485,1.042,2.35,1.011,1.57,1.964,1.563,1.48,1.617,1,1.647,1.931,2.169,1.006,1.116,1.18,1.17,2.141,0.383,0.382,1.048,2.71,0.543,0.479,0.916,0.975,0.597,0.877,1.881,0.291,1.328,0.725,1.124,1.339,1.614,2.198,1.164,2.251,1.269,1.221,1.508,0.258,0.38,0.919,3.251,1.658,0.462,1.662,0.681,0.677,0.831,0.334,1.379,1.849,1.384,3.762,1.024,1.927,1.774,0.657,0.569,0.835,2.432,1.729,1.651,0.579,0.439,0.844,1.511,1.772,1.7,0.139,0.558,0.451,1.398,0.795,1.247,2.762,1.38,2.798,2.158,1.327,1.135,2.185,1.069,0.836,2.075,1.579,1.732,1.327,1.153,0.456,1.243,0.675
281,0.866,0.806,1.861,1.758,1.566,1.603,1.617,1.319,2.573,1.302,2.84,2.43,1.69,2.337,2.175,1.6,0.574,0.724,0.684,0.418,1.959,1.802,0.632,1.085,0.651,0.866,0.485,1.699,1.542,0.326,0.881,0.838,0.401,1.875,3.506,1.1,0.359,1.456,2.189,0.628,0.665,0.215,0.721,0.255,1.651,1.292,0.583,1.098,0.97,1.137,0.733,0.294,1.314,2.936,1.177,1.394,1.105,0.668,1.561,0.439,0.687,1.436,0.843,1.922,1.445,0.442,2.195,0.63,1.538,2.453,1.154,0.161,3,1.025,1.376,0.592,0.663,2.624,1.786,1.36,2.213,1.083,2.517,0.903,1.348,1.051,1.296,1.166,1.533,1.032,1.405,1.66,0.92,0.546
282,0.549,0.735,1.562,2.071,1.279,1.271,1.029,1.649,1.59,1.57,1.916,1.739,1.418,0.769,2.545,1.662,1.536,1.261,0.571,0.48,1.112,1.695,1.229,0.752,1.481,2.052,1.528,0.846,1.451,1.917,1.263,0.913,0.677,3.528,1.332,1.353,0.675,1.085,1.821,1.645,0.851,1.455,0.843,0.759,1.093,1.987,1.261,1.412,1.918,1.154,0.534,0.249,2.564,2.271,1.302,3.834,0.733,0.764,1.344,1.37,0.433,1.039,1.054,2.908,1.759,0.738,1.004,1.225,1.924,2.779,0.965,0.566,0.962,0.584,2.107,0.389,0.504,3.076,3.11,0.923,2.354,2.24,2.596,0.757,2.148,0.189,2.422,0.933,1.271,1.025,0.786,0.616,1.257,1.034
